TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
9,38.09,4.232222222222223,1024,113.77777777777777,5,False,True,20540.89,122,1826.0700000000002,55,4776.27,21,26119.23,27,2,5,64,1,0,12,-0.03543307086614173,3,Money losing players,Money losing players
19,93.25999999999999,4.908421052631579,1985,104.47368421052632,9,False,True,22047.44,124,5403.97,81,8619.02,35,34085.43,118,2,3,32,0,2,28,0.06440677966101695,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,67.36,4.490666666666667,1745,116.33333333333333,9,True,False,20632.03,79,3802.7200000000003,54,6050.49,32,28740.24,78,1,10,68,0,3,26,0.016483516483516484,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,128.69,5.3620833333333335,-1422,-59.25,10,False,False,25373.78,164,5796.28,101,13713.93,55,46305.99,118,0,9,49,1,1,29,-2.1818181818181817,1,Conservative Low spenders,"Low spends, low money making low risk players"
13,77.5,5.961538461538462,-3327,-255.92307692307693,7,True,True,20707.08,164,2291.29,59,5815.01,27,32140.38,43,1,2,78,0,1,29,0.15476190476190477,3,Money losing players,Money losing players
18,95.09,5.282777777777778,-351,-19.5,10,True,False,31551.96,182,5227.58,62,8838.77,44,45969.31,79,1,10,74,0,1,29,-0.03415559772296015,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,74.72,4.151111111111111,-4139,-229.94444444444446,10,False,True,14120.92,135,5538.77,69,10489.75,44,34288.44,66,2,1,59,0,3,6,0.031746031746031744,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,94.83,4.3104545454545455,-1273,-57.86363636363637,7,False,False,19103.79,133,5187.2,82,8792.58,43,34356.57,111,1,6,58,0,2,10,-0.026570048309178744,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,98.65,4.484090909090909,1184,53.81818181818182,9,True,True,42301.2,188,6139.72,100,13122.6,32,60379.520000000004,109,1,10,56,1,1,29,-0.058981233243967826,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,118.64,4.943333333333333,2520,105.0,9,False,True,39693.65,201,6111.38,114,11467.41,52,54752.439999999995,103,1,2,58,0,1,29,0.0916030534351145,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
18,71.86,3.9922222222222223,-1425,-79.16666666666667,9,True,False,21090.100000000002,156,4908.99,82,10152.710000000001,37,37576.8,98,1,6,79,1,1,29,0.10112359550561797,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,73.89,4.618125,-621,-38.8125,8,False,False,20154.98,149,5327.68,71,9782.98,26,35886.64,68,1,2,49,0,1,29,-0.128,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,84.65,4.2325,1135,56.75,9,False,False,31949.57,213,4724.54,78,9750.89,41,45290.0,102,1,6,75,1,2,4,0.25316455696202533,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,101.11,4.0443999999999996,-1996,-79.84,10,True,True,35163.3,242,6706.35,125,13197.14,40,57062.79,87,0,0,24,0,0,24,0.07739938080495357,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,66.84,4.456,-633,-42.2,10,True,False,22854.52,56,3032.08,62,7168.19,26,33687.79,57,0,0,66,1,1,29,-0.40540540540540543,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,74.84,4.402352941176471,2160,127.05882352941177,10,True,False,26323.23,140,4902.57,82,10215.64,39,39281.44,63,0,0,78,1,2,2,-0.026438569206842923,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
29,156.68,5.402758620689656,-3313,-114.24137931034483,10,False,False,55582.18,252,8598.64,114,16225.869999999999,63,83719.69,124,2,5,73,0,0,5,1.1153846153846154,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
21,82.37,3.9223809523809527,-3089,-147.0952380952381,9,False,False,29095.36,190,5361.46,105,13146.42,43,50692.24,99,1,10,76,0,1,29,-0.21428571428571427,1,Conservative Low spenders,"Low spends, low money making low risk players"
12,57.71,4.809166666666667,2797,233.08333333333334,8,False,False,19419.92,64,4148.54,41,5509.28,32,26280.74,57,0,9,54,1,3,21,-0.031914893617021274,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,76.08,5.072,-1252,-83.46666666666667,8,False,False,21854.22,168,4934.5,81,9390.64,41,37431.36,60,0,9,36,1,0,12,0.023734177215189875,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,66.97,4.783571428571428,1555,111.07142857142857,8,False,False,20397.05,137,2967.63,53,6719.7,34,28529.379999999997,55,0,0,52,0,3,21,0.02959830866807611,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,63.11,4.207333333333334,4152,276.8,8,False,False,12609.03,127,4464.9,53,8434.99,27,21356.92,64,0,0,60,1,2,15,-0.21428571428571427,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,95.03999999999999,4.525714285714285,-221,-10.523809523809524,10,False,True,20006.7,124,4998.41,124,10617.56,41,35843.67,88,2,3,59,0,3,7,-0.29577464788732394,1,Conservative Low spenders,"Low spends, low money making low risk players"
11,56.29,5.117272727272727,1405,127.72727272727273,9,False,False,14394.46,99,2714.02,70,5030.11,18,20733.59,49,2,5,71,0,1,29,0.013546798029556651,3,Money losing players,Money losing players
23,116.35,5.058695652173912,3147,136.82608695652175,8,True,False,31924.03,160,6183.99,96,11897.4,50,46858.42,96,1,10,45,0,2,9,0.02446808510638298,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,82.59,4.1295,2839,141.95,10,False,False,29680.93,157,6041.349999999999,82,10356.23,46,43239.51,90,0,4,80,1,2,16,0.060790273556231005,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,96.57000000000001,5.365,-369,-20.5,10,False,False,19389.51,139,5200.62,73,11056.73,41,36015.86,89,0,0,60,0,0,20,0.05421686746987952,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,92.8,4.034782608695652,-1506,-65.47826086956522,9,False,False,30821.96,208,6351.07,106,10604.82,52,49283.85,118,1,10,73,0,0,12,0.1270718232044199,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,73.17,3.8510526315789475,4698,247.26315789473685,10,False,False,24272.23,128,4403.57,105,7371.91,35,31349.71,82,0,0,59,1,1,29,-0.2676056338028169,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,82.65,4.3500000000000005,-3744,-197.05263157894737,8,False,False,15725.119999999999,131,3487.14,76,11425.380000000001,39,34381.64,70,2,3,61,0,0,0,0.09268292682926829,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,108.53,4.718695652173913,-422,-18.347826086956523,10,False,False,46498.22,207,5592.0,110,10994.52,61,63506.74,121,0,9,53,1,0,13,-11.5,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,83.67,4.403684210526316,-2389,-125.73684210526316,9,False,False,27395.7,203,4180.42,75,10363.49,37,44328.61,89,0,9,49,0,1,29,0.026134800550206328,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,67.37,3.9629411764705886,2295,135.0,8,False,False,30518.46,238,4089.9700000000003,73,7592.08,35,39905.51,78,0,9,57,0,3,26,-0.25757575757575757,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,73.24,4.068888888888889,623,34.611111111111114,9,False,True,22618.55,149,4232.89,73,7958.75,31,34187.19,59,1,10,53,1,0,24,0.07627118644067797,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,72.4,4.525,-3469,-216.8125,6,False,False,18695.7,44,3787.91,73,9714.26,35,35666.87,76,0,0,53,0,3,27,0.14285714285714285,3,Money losing players,Money losing players
17,88.23,5.19,2046,120.3529411764706,7,False,False,27289.47,115,4977.18,84,7248.01,31,37468.66,79,1,10,74,1,3,6,-0.17,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,81.17,4.0585,-1684,-84.2,9,True,False,19842.3,172,5264.19,102,8252.19,48,35042.68,87,2,1,52,1,0,1,-0.625,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,73.56,4.086666666666667,1307,72.61111111111111,8,False,False,21452.510000000002,77,4708.11,88,9393.25,44,34246.87,87,1,2,35,0,0,20,0.04591836734693878,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,83.12,3.7781818181818183,-409,-18.59090909090909,10,False,False,20563.09,173,5143.51,112,11047.57,40,37163.17,130,0,4,25,1,3,7,-0.1375,1,Conservative Low spenders,"Low spends, low money making low risk players"
11,48.0,4.363636363636363,-1183,-107.54545454545455,6,False,False,4016.75,44,2923.66,55,5338.75,25,13462.16,44,0,0,38,1,0,0,-0.10784313725490197,3,Money losing players,Money losing players
16,86.36,5.3975,2805,175.3125,9,False,False,20268.17,113,4245.78,77,5615.33,26,27324.28,80,0,9,50,0,1,29,0.017075773745997867,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,78.24000000000001,4.602352941176471,-278,-16.352941176470587,8,False,True,27095.239999999998,146,5166.91,62,7435.07,36,39975.22,62,1,6,40,1,0,5,0.02982456140350877,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,83.63,4.401578947368421,3057,160.89473684210526,8,True,False,19755.28,95,5433.37,81,9912.72,45,32044.37,109,1,6,41,0,1,29,0.020320855614973262,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,81.95,4.552777777777778,-1033,-57.388888888888886,9,False,True,20832.34,120,4612.08,106,7378.150000000001,30,33855.57,97,0,9,35,1,0,1,-0.05373134328358209,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,69.55,3.863888888888889,-3320,-184.44444444444446,9,False,False,17242.600000000002,128,5112.02,73,10668.4,42,36343.02,71,2,1,63,1,3,26,-0.0821917808219178,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,59.97,3.9979999999999998,4083,272.2,7,True,False,13016.94,81,3236.6,88,10019.3,28,22189.84,76,2,1,72,0,1,29,0.055350553505535055,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,61.730000000000004,4.409285714285715,-2582,-184.42857142857142,8,False,False,19882.94,60,4139.0199999999995,79,6779.15,35,33383.11,75,1,2,77,0,2,9,-0.034653465346534656,3,Money losing players,Money losing players
17,71.2,4.188235294117647,-356,-20.941176470588236,10,False,False,13157.09,90,4683.55,99,8712.19,32,26908.829999999998,60,1,10,74,0,0,30,0.024355300859598854,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
29,122.42999999999999,4.221724137931035,2213,76.3103448275862,9,False,False,38292.85,301,7142.15,138,15066.54,57,58288.54,135,1,10,77,0,1,29,0.05291970802919708,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
21,108.02,5.143809523809524,3374,160.66666666666666,9,True,True,29496.55,191,6256.52,96,8070.97,40,40450.04,130,1,2,70,0,2,17,-0.16153846153846155,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,74.46,3.9189473684210525,-3022,-159.05263157894737,8,False,False,26593.98,154,3507.09,79,10545.17,28,43668.24,76,0,0,70,0,3,21,0.034990791896869246,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,117.13,4.880416666666666,737,30.708333333333332,9,True,False,36869.26,191,5460.45,124,12974.01,31,54566.72,95,1,2,65,1,3,11,0.04660194174757282,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,93.88,4.081739130434783,348,15.130434782608695,11,False,True,12343.15,121,6101.72,113,13473.15,50,31570.02,109,1,6,56,1,0,24,0.0350609756097561,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,67.04,4.788571428571429,228,16.285714285714285,7,False,True,21999.95,125,2516.17,79,8307.93,18,32596.050000000003,48,1,10,34,0,1,29,0.12612612612612611,3,Money losing players,Money losing players
21,100.93,4.806190476190476,-2447,-116.52380952380952,10,True,False,35694.51,174,5111.94,73,11207.35,53,54460.8,93,2,8,67,0,1,29,0.024165707710011506,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,104.54,4.751818181818182,-2647,-120.31818181818181,9,True,True,34323.0,181,6530.58,111,10711.16,47,54211.74,102,2,1,43,0,3,7,-0.07119741100323625,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,111.69,4.65375,-38,-1.5833333333333333,9,True,True,35900.11,133,6511.18,110,11768.56,43,54217.85,100,0,9,36,1,0,1,0.1348314606741573,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,92.38,4.862105263157894,-1784,-93.89473684210526,9,True,True,13836.8,52,4909.4,91,10126.47,41,30656.67,108,2,1,75,1,2,17,-0.09895833333333333,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,102.48,4.658181818181818,-7150,-325.0,11,False,False,28901.62,183,5906.4,123,10945.32,51,52903.340000000004,113,0,4,80,1,3,18,-0.028683181225554105,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
15,57.17,3.8113333333333332,2210,147.33333333333334,6,True,False,12847.38,83,3178.36,81,6374.19,29,20189.93,69,0,9,77,1,2,16,-0.4166666666666667,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,90.01,5.000555555555556,-3430,-190.55555555555554,10,False,False,25811.85,93,4633.75,66,9383.06,39,43258.659999999996,75,1,10,55,0,2,16,0.030100334448160536,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,99.37,5.23,-3022,-159.05263157894737,9,False,True,32004.19,202,5470.87,80,10947.95,49,51445.01,81,0,9,37,0,3,11,-3.1666666666666665,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,76.44,5.096,3218,214.53333333333333,9,False,False,18083.68,116,2845.63,63,8461.75,20,26173.06,70,0,9,75,0,2,19,-3.75,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,93.54,4.6770000000000005,950,47.5,11,True,False,26483.04,217,6196.23,97,9200.3,45,40929.57,82,2,8,52,1,2,10,-0.32786885245901637,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,57.77,4.126428571428572,1865,133.21428571428572,8,False,False,18092.21,177,3636.38,53,6391.6,25,26255.19,73,0,4,74,0,2,3,-0.034653465346534656,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,81.77,4.303684210526316,-4193,-220.68421052631578,8,False,True,16152.07,92,5605.12,84,11688.6,33,37638.79,84,0,9,74,0,3,7,-0.06070287539936102,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,97.62,4.4372727272727275,-755,-34.31818181818182,10,False,False,24431.41,107,6154.75,121,12854.33,38,44195.49,107,0,9,51,1,1,29,0.03826086956521739,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,71.14,4.184705882352941,5188,305.1764705882353,9,False,False,13302.89,144,3806.7599999999998,84,9203.82,22,21125.47,56,2,7,75,0,1,29,0.14655172413793102,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
