hotel,room_type,market_segment,deposit_type,meal,distribution_channel,customer_type,arrival_date,adr,room_limit,total_rns
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-09 00:00:00,71.8923076923077,150.0,26
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-09 00:00:00,94.75714285714285,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-09 00:00:00,79.58333333333333,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-09 00:00:00,97.69,150.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-09 00:00:00,103.52666666666669,75.0,6
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-09 00:00:00,105.88333333333333,75.0,6
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-09 00:00:00,130.75,75.0,2
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-09 00:00:00,129.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-09 00:00:00,123.475,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-09 00:00:00,104.30000000000001,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-09 00:00:00,92.658,75.0,10
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-09 00:00:00,96.96666666666667,75.0,9
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-09 00:00:00,199.5,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-09 00:00:00,149.66666666666666,60.0,3
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-09 00:00:00,120.543,60.0,10
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-09 00:00:00,119.25,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-09 00:00:00,98.4,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-09 00:00:00,93.782,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-09 00:00:00,196.54,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-09 00:00:00,126.87,60.0,3
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-09 00:00:00,157.67,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-09 00:00:00,124.14999999999999,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-09 00:00:00,115.1,60.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,86.875,150.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,65.92333333333333,150.0,3
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-07-10 00:00:00,80.44,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-10 00:00:00,99.14444444444445,150.0,9
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-10 00:00:00,102.05000000000001,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-10 00:00:00,97.69,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,99.3578947368421,150.0,19
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,116.74000000000001,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-10 00:00:00,72.41826086956522,150.0,23
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,77.535,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,87.31333333333333,150.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,83.91777777777777,75.0,9
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,123.475,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-10 00:00:00,98.90454545454546,75.0,11
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-10 00:00:00,107.89428571428572,75.0,7
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,106.41666666666667,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-10 00:00:00,157.5,75.0,1
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-10 00:00:00,140.83333333333334,75.0,3
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,119.56666666666666,75.0,3
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-10 00:00:00,104.30000000000001,75.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,148.35750000000002,60.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-10 00:00:00,115.94,60.0,2
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-10 00:00:00,94.49,60.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-10 00:00:00,126.87,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,98.4,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-10 00:00:00,199.5,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-10 00:00:00,115.1,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-10 00:00:00,157.67,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-10 00:00:00,124.14999999999999,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-10 00:00:00,117.873,60.0,10
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-10 00:00:00,152.0,60.0,1
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-11 00:00:00,95.65789473684211,150.0,19
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-07-11 00:00:00,51.96,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-07-11 00:00:00,89.5,150.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,61.43166666666667,150.0,6
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-07-11 00:00:00,85.07333333333334,150.0,6
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,86.875,150.0,2
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-11 00:00:00,107.2,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-11 00:00:00,73.46909090909091,150.0,22
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,128.47714285714284,150.0,7
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,90.67,150.0,1
Resort Hotel,A,Corporate,No Deposit,HB,Corporate,Transient,2021-07-11 00:00:00,100.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,81.12571428571428,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,95.41,150.0,4
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-11 00:00:00,97.025,150.0,8
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-11 00:00:00,99.7,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-11 00:00:00,112.05999999999999,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,106.28666666666666,150.0,18
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-11 00:00:00,107.67625000000001,75.0,8
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,120.67500000000001,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,86.00888888888889,75.0,9
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-11 00:00:00,157.5,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,111.125,75.0,4
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,114.85,75.0,2
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-11 00:00:00,140.83333333333334,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-11 00:00:00,98.90454545454546,75.0,11
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-11 00:00:00,113.16666666666667,75.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,152.0,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-11 00:00:00,165.686,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-11 00:00:00,126.87,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-11 00:00:00,115.94,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-11 00:00:00,157.67,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-11 00:00:00,115.1,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-11 00:00:00,199.5,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-11 00:00:00,103.47200000000001,60.0,5
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,113.269,60.0,10
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-11 00:00:00,98.4,60.0,1
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-11 00:00:00,133.55,60.0,2
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-12 00:00:00,95.65789473684211,150.0,19
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-07-12 00:00:00,85.07333333333334,150.0,6
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,61.431666666666665,150.0,6
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,86.875,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,90.67,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-12 00:00:00,114.39999999999999,150.0,7
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-12 00:00:00,97.025,150.0,8
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-12 00:00:00,99.7,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient.Party,2021-07-12 00:00:00,117.22,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,119.7,150.0,2
Resort Hotel,A,Corporate,No Deposit,HB,Corporate,Transient,2021-07-12 00:00:00,100.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-12 00:00:00,76.60428571428572,150.0,21
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-12 00:00:00,107.2,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,136.828,150.0,5
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,81.14571428571428,150.0,7
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,110.20411764705882,150.0,17
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-12 00:00:00,127.67500000000001,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-12 00:00:00,157.5,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,146.7,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-12 00:00:00,99.26538461538462,75.0,13
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-12 00:00:00,155.0,75.0,2
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,126.36666666666667,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,98.34142857142857,75.0,14
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-12 00:00:00,107.67625000000001,75.0,8
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,105.6,75.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-12 00:00:00,126.87,60.0,3
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-12 00:00:00,103.47200000000001,60.0,5
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-12 00:00:00,115.1,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-12 00:00:00,133.55,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,152.0,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-12 00:00:00,165.686,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-12 00:00:00,199.5,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-12 00:00:00,117.04333333333334,60.0,3
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-12 00:00:00,115.88777777777779,60.0,9
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,85.0,150.0,2
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-07-13 00:00:00,85.07333333333334,150.0,6
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,58.41799999999999,150.0,5
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-13 00:00:00,95.65789473684211,150.0,19
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient.Party,2021-07-13 00:00:00,117.22,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-13 00:00:00,91.44,150.0,5
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,138.67375,150.0,8
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,105.78041666666667,150.0,24
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-07-13 00:00:00,114.0,150.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-13 00:00:00,82.0,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,83.75333333333333,150.0,6
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,90.67,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-13 00:00:00,119.7,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-13 00:00:00,89.31,150.0,13
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-13 00:00:00,99.7,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-13 00:00:00,114.23124999999999,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,119.7,150.0,2
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-13 00:00:00,107.2,150.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-13 00:00:00,157.5,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,101.81083333333333,75.0,12
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-13 00:00:00,123.07000000000001,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,148.79999999999998,75.0,3
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,126.36666666666667,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,101.0725,75.0,4
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-13 00:00:00,155.0,75.0,2
Resort Hotel,D,Direct,No Deposit,FB,Direct,Transient,2021-07-13 00:00:00,184.6,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-13 00:00:00,112.51,75.0,8
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-13 00:00:00,101.575,75.0,12
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,168.35750000000002,60.0,4
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-13 00:00:00,99.12,60.0,3
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-13 00:00:00,155.424,60.0,5
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-13 00:00:00,118.33625,60.0,8
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-13 00:00:00,152.0,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-13 00:00:00,121.27799999999999,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-13 00:00:00,134.73,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-13 00:00:00,115.1,60.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,62.37,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,106.25,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-14 00:00:00,92.1125,150.0,12
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-14 00:00:00,113.35,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,95.33500000000001,150.0,4
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-14 00:00:00,107.2,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,145.21777777777777,150.0,9
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-07-14 00:00:00,130.0,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,98.02454545454545,150.0,22
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-14 00:00:00,119.7,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-14 00:00:00,114.23124999999999,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient.Party,2021-07-14 00:00:00,117.22,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-14 00:00:00,83.75,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,119.7,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-14 00:00:00,82.0,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,90.67,150.0,1
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,119.78000000000002,75.0,5
Resort Hotel,D,Direct,No Deposit,FB,Direct,Transient,2021-07-14 00:00:00,184.6,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,103.83909090909091,75.0,11
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-14 00:00:00,161.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-14 00:00:00,112.51,75.0,8
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,110.05799999999999,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-14 00:00:00,157.5,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,148.79999999999998,75.0,3
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-14 00:00:00,123.07000000000001,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-14 00:00:00,107.30454545454545,75.0,11
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-14 00:00:00,124.0122222222222,60.0,9
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,168.35750000000002,60.0,4
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-14 00:00:00,115.1,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-14 00:00:00,121.27799999999999,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-14 00:00:00,134.73,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-14 00:00:00,155.424,60.0,5
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-14 00:00:00,109.7,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-14 00:00:00,161.5,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-14 00:00:00,152.0,60.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,62.37,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-07-15 00:00:00,66.19047619047619,150.0,21
Resort Hotel,A,Groups,No Deposit,FB,Direct,Transient,2021-07-15 00:00:00,107.0,150.0,6
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,107.87842105263158,150.0,19
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-15 00:00:00,92.1125,150.0,12
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-15 00:00:00,114.23125,150.0,8
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-07-15 00:00:00,101.5,150.0,7
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-07-15 00:00:00,107.2,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-07-15 00:00:00,119.7,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,90.67,150.0,1
Resort Hotel,A,Groups,No Deposit,FB,Direct,Transient.Party,2021-07-15 00:00:00,110.33,150.0,12
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,143.245,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient.Party,2021-07-15 00:00:00,117.22,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-15 00:00:00,142.48,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-07-15 00:00:00,311.0,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,95.33500000000001,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,119.7,150.0,2
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient.Party,2021-07-15 00:00:00,113.35,150.0,2
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,110.05799999999999,75.0,5
Resort Hotel,D,Direct,No Deposit,FB,Direct,Transient,2021-07-15 00:00:00,184.6,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,107.86300000000001,75.0,10
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-15 00:00:00,120.12,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-15 00:00:00,110.085,75.0,10
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,148.79999999999998,75.0,3
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,117.63333333333334,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2021-07-15 00:00:00,157.5,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-07-15 00:00:00,122.725,75.0,4
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-07-15 00:00:00,161.0,75.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-07-15 00:00:00,134.73,60.0,2
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-07-15 00:00:00,146.7,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-07-15 00:00:00,121.27799999999999,60.0,5
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-07-15 00:00:00,115.1,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,179.11,60.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-07-15 00:00:00,172.81000000000003,60.0,3
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-07-15 00:00:00,134.628,60.0,5
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-07-15 00:00:00,155.424,60.0,5
